session_id,started_at,ended_at,end_reason,total_cost_usd,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_tokens,models,git_branch
00d53915-c9b6-4c79-90bb-d1ad0f1e73bd,2026-07-07T05:21:40.355Z,2026-07-07T05:39:35.371Z,other,1.318033,37827,26105,306457,1902857,2273246,claude-opus-4-8,main
c9c3e2c5-cb4e-4472-a85c-128e7f33bf84,2026-07-07T22:37:49.960Z,2026-07-07T23:08:57.432Z,clear,1.838974,34368,49747,253882,3447801,3785798,claude-opus-4-8,main
60b4f0f6-6fb1-47d9-8dd5-45329a1b95ac,2026-07-07T22:28:11.624Z,2026-07-07T22:36:08.683Z,backfill,1.150253,27793,52086,199331,770563,1049773,claude-opus-4-8,main
28878a01-06b6-47e2-a410-186f950f125a,2026-07-07T23:57:34.620Z,2026-07-08T01:29:05.995Z,clear,4.558688,38665,98114,502268,7586907,8225954,claude-opus-4-8,main
ff9ba8ea-1395-47f8-b921-5dd9cb4e49ab,2026-07-08T01:29:15.158Z,2026-07-08T02:41:21.154Z,clear,2.174741,434,90264,257091,6624609,6972398,claude-sonnet-4-6,main
36289a37-0de5-4f9d-b0ce-57e32484959a,2026-07-08T02:42:59.684Z,2026-07-08T02:47:37.137Z,other,0.249733,62,4721,52676,888514,945973,claude-sonnet-4-6,main
15444897-0b74-46dc-b30c-0c679e38ea3d,2026-07-08T07:41:50.219Z,2026-07-08T07:45:22.550Z,other,0.528606,28214,12506,248001,715609,1004330,"claude-opus-4-8,claude-sonnet-5",main
f2e19e8d-4487-4fb3-8958-9758ab5de580,2026-07-08T07:46:47.284Z,2026-07-09T03:06:38.977Z,other,0.000000,86058,213152,1173246,16023931,17496387,claude-sonnet-5,main
dd099028-aa56-451c-894d-2556e47bbc29,2026-07-08T08:10:52.570Z,2026-07-08T08:14:09.573Z,other,0.546884,28202,11327,108444,588685,736658,claude-opus-4-8,fix/session-ownership-authz
7838a7a9-5d47-4fe1-887a-da32bd475dee,2026-07-09T03:31:53.124Z,2026-07-09T03:32:08.707Z,other,0.183859,30990,2410,112655,0,146055,claude-opus-4-8,fix/session-ownership-authz
3f7ea733-fa33-4f75-985d-ed260ce2938a,2026-07-09T03:32:25.617Z,2026-07-09T10:02:08.777Z,other,14.658309,151753,272072,1775028,30189748,32388601,claude-opus-4-8,fix/session-ownership-authz
22735d63-ccf9-4f45-b888-d3dc9faa4b91,2026-07-09T04:41:03.088Z,2026-07-09T04:41:11.755Z,other,0.167090,12396,788,40400,0,53584,claude-opus-4-8,fix/session-ownership-authz
c1f454f0-2b68-4034-baa4-4041e789f0ef,2026-07-09T04:45:25.856Z,2026-07-09T04:45:39.305Z,other,0.077502,12396,1380,6666,33724,54166,claude-opus-4-8,fix/session-ownership-authz
0ba953cb-c674-46f8-9413-1c7d9c3f6642,2026-07-10T02:29:15.458Z,2026-07-10T03:03:31.232Z,other,5.795039,49469,233173,462656,4809841,5555139,claude-opus-4-8,main
72664a09-54de-4405-85b3-7b54447de863,2026-07-10T03:04:18.275Z,2026-07-10T03:26:24.304Z,other,2.314984,31254,64172,188077,4120031,4403534,claude-opus-4-8,docs/restore-given-clauses
55337e39-e3c5-486a-b53f-9baf48fa7dc7,2026-07-10T04:52:33.196Z,2026-07-10T04:53:01.604Z,other,0.118935,20,778,60304,0,61102,claude-sonnet-4-5-20250929,docs/restore-given-clauses
ca70ffbd-0d97-4043-9834-90d84d70c3aa,2026-07-10T04:53:56.189Z,2026-07-10T04:54:48.727Z,other,0.044474,30,1317,25263,62805,89415,"<synthetic>,claude-sonnet-4-5-20250929",docs/restore-given-clauses
80097a4c-1776-4b5c-9f08-0317195c76c7,2026-07-10T05:13:22.773Z,2026-07-10T05:45:11.949Z,other,4.949380,50825,129515,329021,12949854,13459215,claude-opus-4-8,docs/restore-given-clauses
eacb7cdb-207e-4885-a49b-8684f3bc22c1,2026-07-10T05:31:57.729Z,2026-07-10T05:32:07.433Z,other,0.096019,21390,1596,19134,43239,85359,claude-opus-4-8,docs/restore-given-clauses
2fcdb361-2488-46ec-9ec0-b80519d9ac5c,2026-07-10T05:59:43.907Z,2026-07-10T06:13:42.832Z,other,3.617394,21447,65831,396729,9415548,9899555,claude-opus-4-8,main
466efb7f-2d6b-425e-a53a-6c88885538d2,2026-07-13T04:08:43.400Z,2026-07-13T04:15:13.910Z,other,0.762080,38660,14521,116141,1018389,1187711,claude-opus-4-8,feat/eng-002-authenticate-llm-review
9b393c64-ab7b-45de-b472-c2dbaee036c2,2026-07-13T04:16:09.845Z,2026-07-13T04:17:15.430Z,other,0.340855,19684,6391,42444,393929,462448,claude-opus-4-8,feat/eng-002-authenticate-llm-review
6de4f118-e584-4a0c-9085-3c97e2e0d476,2026-07-13T04:18:35.190Z,2026-07-13T04:34:31.689Z,other,1.600472,74041,27658,324836,3180681,3607216,claude-opus-4-8,feat/eng-002-authenticate-llm-review
cdfcb217-7e75-4b16-a43a-be1b2eed218a,2026-07-13T04:39:34.594Z,2026-07-13T04:55:33.919Z,other,3.014014,112752,55154,300523,6868183,7336612,claude-opus-4-8,feat/eng-002-authenticate-llm-review
17ccbd36-a818-4e93-90b2-0f2ff9698001,2026-07-13T05:14:29.102Z,2026-07-13T05:40:48.722Z,other,3.094984,126066,47799,695506,4471064,5340435,claude-opus-4-8,main
63924b2e-64bd-400f-ba89-213155e2f17a,2026-07-13T05:41:47.269Z,2026-07-13T06:04:51.682Z,other,4.025659,50444,98702,246836,11518075,11914057,claude-opus-4-8,feat/eng-030-reconcile-prisma-schemas
573bae8a-1e08-480e-ab40-75fa71dc15a1,2026-07-13T06:06:44.907Z,2026-07-13T06:12:57.518Z,other,1.269289,31020,22405,98450,2424174,2576049,claude-opus-4-8,feat/eng-030-reconcile-prisma-schemas
144c091f-7d70-4697-bd31-6490043aa613,2026-07-13T06:14:18.105Z,2026-07-13T06:46:23.541Z,other,3.433835,80946,65652,290192,7302791,7739581,claude-opus-4-8,main
4e6ddfc1-e85f-4091-bd97-b6b88c5ae251,2026-07-13T06:21:09.992Z,2026-07-13T06:23:17.811Z,other,0.491122,29512,17438,99599,306939,453488,claude-opus-4-8,main
e7300b4e-8b3b-4cd7-8180-5cd8576d4094,2026-07-13T06:46:46.482Z,2026-07-13T22:58:52.445Z,other,6.355041,51393,132686,954149,15270130,16408358,claude-opus-4-8,feat/eng-003-004-harden-test-auth-bypass
c539bbd7-c4f2-486b-ad8c-37fccf490c52,2026-07-13T07:08:00.669Z,2026-07-13T07:17:21.514Z,other,2.596740,38557,42601,269239,829904,1180301,claude-opus-4-8,feat/eng-003-004-harden-test-auth-bypass
